title,href,info,support
女性经期随着鲜血排出的那些深色的组织碎片，是什么东西？,http://www.guokr.com/question/1642/,"首先来了解一下月经的正常成分：血液，子宫内膜碎片，宫颈粘液，脱落的阴道上皮细胞,再过个9-10天，因为没有受孕则黄体开始萎缩，性激素水平下降，子宫的平滑肌收缩，血管因挤压被封闭，血流供给中断，子宫内膜坏死、脱落,后两者中，宫颈粘液混在血液里，而脱落的阴道上皮细胞量少体积小，只能在显微镜下看到",24人支持
台球普通码球为什么是三角形？,http://www.guokr.com/question/1614/,"九球采用了菱形摆球；斯诺克在三角形的红球区之外还分散摆着许多彩球；比较古老的“开伦台球”只有三个球（或者四个球），开局时摆成一条线,三角形摆放法有这样的优势：后排的球每一个都可以被前排的球撞击到，这样母球只要击中前排第一颗球，就可以引发连锁反应，让所有的小球之间发生一系列弹性碰撞，从而让大多数小球因受力而开始运动,虽然每一次碰撞之后的速度与方向都可以推算，但由于碰撞发生的次数很多，想要对所有球的运动进行预测几乎是不可能的",54人支持
为什么很容易听出来一个人是在打电话还是在和身边的人对话？,http://www.guokr.com/question/1513/,"由于无法直接给对方传递诸如“我说完了”之类的信息，电话交流中的语言会比面对面的交流更为具体，通过内容的安排、句式的调整，以及语调的变化来补充信息，弥补看不到对方的缺陷,这是因为：当人们面对面交流时，对话双方可以通过手势、表情、身体动作来补充交流或是给对方施以反馈，我们也会用视觉、触觉等辅助感官来获得完整的会话信息,我们并不是每一次都能分辨出一个人是在打电话还是在和身边的人对话",21人支持
高层用户失火如何自救，需要准备哪些东西？,http://www.guokr.com/question/1490/,"他还提到：很多人匆匆下楼，随手把门一关，到楼下发现道路被封再想回到屋内，却发现忘了带钥匙，进不了门,此外消防人员还提醒我们：如果在家中躲避，注意不可以藏得太深，以至于消防人员找不到你,例如：高层建筑按规定必须有两条防烟楼梯间，既能防烟也能防火，逃生时要尽量选择这个通道",8人支持
关于鸡蛋的两个问题,http://www.guokr.com/question/1473/,"简单来说，“踩蛋”描述的是公鸡踩在母鸡背上的交配过程,所以，精子并不需要通过蛋壳，而是先与卵子结合，才开始生成鸡蛋的,交配以后，精子沿着输卵管上行，在端部与卵细胞会合而受精",2人支持
果壳问答改版了，和旧版相比有哪些重大变化？,http://www.guokr.com/question/98477/,"在问答首页，增加“你可能喜欢”，根据你关注的标签及热门标签，推荐你感兴趣的问题；在问答首页，增加“最新问题”，在这里你可以看到果壳er提出的所有问题；在问答首页，增加“热门问题”，在这里你可以查看近期,增加“标签广场”，便于浏览和寻找你感兴趣的标签，想要更便捷的搜索，还可以使用标签广场右侧的搜索框；,除了昵称以外，用户的专业头衔、个人简介也可以成为搜索关键词，让你更方便的找到想找的果壳er",14人支持
,,"果壳问答希望能建立一个泛科技内容百科知识库，与维基百科提供纯客观知识不同地方在于，我们希望提供一座桥梁，让所有好的问题都能得到具有相关专业知识和经验的人的回答，解决一个人问题的同时，也能解决其他具有相同问题的人的疑惑。如何撰写一个优质答案，最为关键。

1.回答你熟悉的专业领域的问题。针对问题本身，...",18人支持
,,"一、如何将疑问转化为一个规范的问题？

1. 客观陈述问题，不要代入个人情感及主观判断。
例：
× 为什么有人喜欢不入流的二人转？
√二人转有什么吸引观众的特点？
 
2. 问题诉求清晰、用语简洁，省略无关字句。
1）拆分问题，避免多个问题混杂。
例：
×到底什么是植物人？植物人能被唤醒吗？有什么条...",20人支持
,,"这里是果壳问答的一些使用技巧，点击查看相关的内容。

【提出问题】

在果壳问答，如何提一个好问题？
我想提的问题都很简单，会不会被嘲笑？
我可以删除我的问题吗？

【获得回答】

怎样才能尽快得到解答？
没有人理我怎么办？
我想问的问题已经有人提过了，但是还没有靠谱的回答，怎么办？
怎样才能让专业...",19人支持
,,"在新版果壳问答中，我们将各种问题进行了分类。每一个问题最多可以被归在三个分类之下。没有被分类的问题，会出现在“其他”这个分类之下。

在提问时将问题投递到正确的分类中，会让相关领域的专业人士更容易看到这个问题，有助于你的问题更快获得解答。

你也可以关注自己感兴趣的分类，以便更好地了解网友在这个领域...",3人支持
,,"这两项功能将影响答案的排序，获得“支持”越多、“反对”越少的答案，排列位置将越靠上。“支持”完之后的答案下会显示你的ID，你的好友也能看见你“支持”过的答案；“反对”完之后则不用担心会被别人看到。

之前的果壳问答仍是论坛小组的模式，所有答案按照回复的先后顺序显示。这样的讨论机制并不利于优秀答案的呈...",3人支持
为什么对于一个问题，我只能回答一次？,http://www.guokr.com/question/83113/,"如果你只是想对他人的问题或答案进行讨论，可以点击问题或答案下面的评论按钮进行讨论,如果你对自己给出的答案不满意，您可以修改自己的答案，进行补充说明,在新版问答中，每位用户对每个问题只能给出一个答案，这避免了过多的不相关讨论对回答的干扰",2人支持
,,在果壳网回答问题的达人们，都是凭着兴趣自愿分享他们的专业知识。对他们而言，经过思考后的提问、具有专业水平的提问比较有吸引力。,2人支持
,,"1.点击“关注”，有新增回答时，将会通知你及时浏览；
2.邀请可能知道答案的人，例如：在问题下方，点击“添加讨论”，@ 你认为能回答问题的网友；
3.分享问题到微博、豆瓣、人人等社交网站，让更多人看到问题；
4.自己动手，搜索维基百科、论文数据库，自问自答也是非常好的方式；
5.请教身边的朋友、老师...",1人支持
,,"您可以采取如下步骤
一、仔细检查自己的提问是否符合“表达清晰易懂”、“有完整的描述”、“已添加合理的标签”；
二、@ 合适的果壳er，争取更多人关注问题；
三、尝试“怎样才能尽快得到解答？”给出的方法；
做到上述步骤，能大大提升问题被回答的几率。
另外，多与果壳er们互动、交流，也是一个十分不错的方...",0人支持
困惑：防伪技术都应用到哪儿去了？,http://www.guokr.com/question/18210/,"真品3M汽车隔热膜与仿冒者相比，除了本身所具有的特质（实际隔热效果的差别、摩擦后防掉色的能力等）外，还携带有很多防伪技术，包括：粘贴在产品之上的防伪标签；随产品提供的一个登陆账号，门店可以用此帐号登录,其他的防伪技术产品还有很多，比如生物特征防伪技术产品，一般只用于一些比较专业的领域,现在的防伪标签大多利用光学、材料学技术，比如在材料上留下很多微孔，光射进微孔发生衍射与散射，就会形成特定的图案，但是如果水渗入到孔里面，图案就会消失等等",5人支持
受到核辐射的人是怎样死去的？,http://www.guokr.com/question/16601/,"7至10 Gy之间时（Gy中文称作“戈瑞”，是衡量辐射对人体伤害力强弱的单位，1Gy表示每千克人体组织每小时吸收了1焦耳的能量），患者常由于骨髓破坏、参与凝血的血小板及参与机体防御功能的淋巴细胞单核细,这次福岛核泄漏危急中，最后留在现场的50名勇士，按照规定每人允许接受的最大辐射量是250毫西弗,如果患者描述他们可能接触到放射性物质，或者患者除恶心呕吐外还伴有其它原因无法解释的头痛、乏力、食欲减退、腹泻及红斑的皮肤损伤时，医务工作者就应高度怀疑其接触放射性物质的可能性，并尽快采取相应检查确诊，",5人支持
为什么很多语言中“爸爸”“妈妈”的发音都特别相似？,http://www.guokr.com/question/16545/,"但事实上，也有很多语言中不这样叫爸爸妈妈，满语、日语、格鲁吉亚语等语种中对父母有着特殊的发音方法，这里无法逐一展开讨论,• 哺乳诱导发音的相关研究,从发音方式上分析，婴儿出生时开口啼哭——即自然长音“a”，而吸吮母乳时由于口腔封闭，气流经由鼻腔冲出，发出了“m”，这几乎婴儿最早学会的两种发音方式",29人支持
日本的沸水堆可以造核弹原料么？,http://www.guokr.com/question/13782/,"不提二战时候的原子弹研制和浓缩铀的生产，日本从1979年开始生产铀浓缩，如上图所示，日本核燃料株式会社（JNFL）从1992年开始每年能够生产数十到近两百吨铀235核燃料[4]，2000年之后的产量比,虽说日本的核能应用是处于国际原子能机构监管下的[17]，对燃料棒的异常应有一定的监督，然而从近期日本核事件的过程中看，国际原子能机构对核电站的详细情况并不完全了解，和日本官方的交流也不是非常顺畅，并不,在核反应堆里面，新生成的钚239还会继续吸收中子形成钚240，这样最终提取出来的钚里面会含有相当量的钚240（还会含有一定的钚238、钚241、钚242等等），而钚240会发生自发的裂变反应，放出中子",7人支持
为什么长期从事户外活动的人会显得比实际年龄大不少？,http://www.guokr.com/question/12877/,"此表由欧莱雅中国研发和创新中心根据世界卫生组织资料编制[6],[1] 世界卫生组织：紫外线暴露,紫外线包括短波紫外线（UVC，200-280nm），中波紫外线（UVB，280-320nm）和长波紫外线（UVA，320-400nm），其中UVC在进入大气层时就被臭氧层隔离，只有UVA和UVB会辐射",14人支持
大地震为何会增快地球自转速度？,http://www.guokr.com/question/12665/,"比如海洋潮汐，海水的摩擦作用使地球自转每百年变慢约千分之一秒；又比如季节变化，冰雪尤其是冰川的增厚和消融调整水的分布，使得秋天的地球比春天的地球要快大约千分一秒（相比之下，1微秒不过是百万分之一秒而已,6微妙的加快是不是永久并不重要，反正它很快就会淹没在别的因素导致的自转速度改变之中,除了地壳运动，很多因素都会影响地球自转",6人支持
杨梅最好的部分都是虫？,http://www.guokr.com/question/12122/,"果蝇其实大家都见到过，夏天厨房的垃圾桶上空常常飞舞着的那些很小的飞虫就是果蝇,果蝇的幼虫并没有特别的毒性，万一不小心吃下去也不会有太大的危害,不过有一些其它的治虫手段，比如用药物对杨梅园进行除草、清理落果，以减少周围果蝇生存的条件；或者向地面喷烟以熏杀果蝇成虫；或使用诱饵来诱杀成虫等",17人支持
为什么我一见强光就会打喷嚏？是所有人都会这样么？,http://www.guokr.com/question/9593/,"当眼睛接受的光刺激信号过于强烈时，刺激信号通过三叉神经传到了大脑，而大脑却“误以为”信号是来自鼻腔的，判断是鼻腔侵入了异物，因此引发了打喷嚏的反射,此外，有些人进行眼眶周围的注射时，也会发生打喷嚏的情况；有些人吃了味道特别浓的东西时，尽管受到刺激的是味觉而非嗅觉，也会发生打喷嚏的情况,与这种状况类似的现象还包括：拔鼻毛时会流眼泪，这是因为产生在鼻腔的刺激信号反过来被大脑“误以为”来自眼睛，因此分泌泪水冲刷眼睛中的“异物”",20人支持
听说早上跑步对身体有害是真的吗？那一天什么时候跑最合适呢？,http://www.guokr.com/question/9537/,"而根据人体生物钟调节原理，身体的适应能力及体力的调动发挥均以下午和接近傍晚（约4点到6点）最佳，此时绝大多数人精神平静稳定，体力充盈，技术活动的灵活性、协调性、准确性及适应能力均处于最佳状态，因此在这,如果真要说什么时间跑步最好，那么最受推崇的当属上午9点到10点和下午4点到6点这两个时间段,而最佳锻炼时间应在运动生理机能最佳时，此时体力、灵敏度及适应力都达到最高峰，心率血压上升最平稳，进行体育锻炼对健康最有利",90人支持
5倍深度睡眠的APP靠谱吗？,http://www.guokr.com/question/9110/,"经过一番平静的深度睡眠之后，大脑再度开始活跃，从N3期回到N2，然后进入脑电波频率高、活动较活跃的“快速眼动期”（Rapid eye movement sleep，REM）,在经过一个较长的过渡期N2之后，我们进入了脑波最慢的N3期，也就是所谓的“慢波睡眠”时期,这一时期的脑电波活动比刚睡着时的N1期还要活跃，甚至接近清醒时的状态",16人支持
牛奶危害健康 是真的吗?,http://www.guokr.com/question/4438/,"更何况，喝牛奶并不会导致IGF-1明显升高，因为牛奶中的IGF-1与人体自身含量相比非常低,对于两个被提及次数最多的癌症风险，FDA经过参考科学研究结果而提出结论：IGF-1不是男性前列腺癌风险升高的原因；也没有任何证据表明IGF-1与乳腺癌有任何直接关联,5L牛奶，即使其中的IGF-1全部被吸收，血液中的IGF-1也只增加了2ng/ml左右，而成人自身产生的IGF-1就有100ng/ml（儿童因为处于发育阶段，自身产生的IGF-1含量更高）",9人支持
睫毛，眉毛掉了还会长出新的来吗？,http://www.guokr.com/question/4019/,"人类不仅有可以生长很长的头发，而且更重要的是，人类其它部位的毛发相比灵长类的别的动物来说，却都退化掉了,3，还有一种影响不是很广的水猿假说，它认为：人类起源于一种半水生的猿类，体毛退化是适应游泳生活的结果，而长头发对水生生活则是有好处的，比如小原始人可以拉着妈妈的头发游泳之类的,头发的特点是：生长期很长，2-3年，甚至最长可以到7年；之后停止生长，经过一个短短的3个月左右的休止期之后，就会脱落",42人支持
左侧睡眠真的有害吗？为什么医生建议孕妇用左侧睡眠？,http://www.guokr.com/question/4003/,"如果因为在某种疾病方面的研究而强迫自己改变睡姿，就会陷入无所适从的境地：研究发现，右侧睡可能会加重胃食管反流患者的病情；仰睡对于睡眠呼吸暂停的患者来说十分不利；而对于婴儿，俯卧则是新生儿猝死综合症的风,一项研究发现：患有心力衰竭的病人在夜间会自动调整睡姿向右侧，而正常人则观察不到这个现象[2],对于健康人来说，左侧或右侧睡时的心率和血压不一定有区别",52人支持
冷水洗脚好不好？,http://www.guokr.com/question/3965/,"也就是说，冷空气、冷水洗脚等生活习惯等，可能会使病情加重，但不会“无中生有”地引发类风湿性关节炎,一份研究指出：湿冷的气候可能会影响类风湿性关节炎患者的疼痛程度，但不影响疾病本身,但是现代医学研究认可的类风湿性关节炎的风险因素主要包括四个方面：性别，女性发病高于男性；年龄，40-60岁为高发期；遗传因素；是否吸烟[2]",22人支持
一束光在镜面材料的封闭盒子中，打开盒子会眼前一亮么？,http://www.guokr.com/question/3858/,"我们可以设想，如果光线经过每次反射后，能量都没有损失，也就是反射率达到100%，那么光线就会被“封闭”起来，发生题目里所说的“打开盒子时眼前一亮”的现象,就算你是8个9反射率的镜子（8个9这种数字只在加工高纯硅的时候能出现吧……反射率可以说不可能到），1秒钟后也只剩下5%了,999999%的昂贵材料，如果用这样的材料做一个盒子，果壳网就破产了……实际上，生活中的普通镀银镜子的反射率只有80%",16人支持
高压电线接触到车身，请问碰到车身会触电吗？,http://www.guokr.com/question/3786/,"我们假设接地中的汽车是一个良好的导体，电流是从汽车表面流入大地的，而汽车的内部则形成了一个法拉第笼——也就是说，汽车内部处于静电屏蔽状态，没有电场线穿过汽车内部，无论接触哪个部位都不会形成电流，因此人,我没看过你说的这个节目，但是从你的描述分析，高压线碰到车身，明显已经发生了电网接地事故（无论是单相、两相、三相接地），此时在毫秒级的时间尺度中，线路两侧断路器已经被保护装置跳开，所以线路中不会有电能量,“因为输电线路的两端一般都装有继电保护装置，用于线路上发生各种事故故障时，保护装置能够快速动作从而跳开线路两端断路器（工程上一般为毫秒级），避免事故扩大，造成不必要的人身伤害和电网损失",7人支持
西藏是否存在传说中的地球轴心？,http://www.guokr.com/question/3550/,"也就是说，传言里所谓的“二战形势危急，希姆莱派出第二支探险队”的那个时间（按照传言提供的时间是1941年-1943年），奥夫施耐德和哈勒正在英军的隔离营里关着呢,历史上，确实有一支纳粹赞助的探险小队去过西藏，但他们并不是去寻找什么“地球轴心”，而是另有原因,二战中的纳粹一方自称“轴心国”，这一说法起源于柏林和罗马处于同一经度线上，其连线被墨索里尼称为“轴心”，与“地球轴心”也没有联系",5人支持
零度可乐里的代糖“阿斯巴甜”真的对人体有害么？,http://www.guokr.com/question/3541/,"科学松鼠会的云无心在去年的一篇《零度可乐的是非》里也提到了阿斯巴甜的食品安全性问题，他指出：“阿斯巴甜早在1965年就被发现了，不过因为身上的‘人工合成’的标签，一直受到各种各样的怀疑——尤其是致癌的,对阿斯巴甜争论史有兴趣的同学们不妨深入研究Wikipedia里的Aspartame controversy词条，至于可乐，大可不用担心其中的阿斯巴甜，按照自己的习惯去喝就好了,不仅是理论上的推断，很多实验表明，阿斯巴甜在正常剂量下无法导致神经毒性作用[4]，也并不致癌[5]，只有苯丙酮尿症患者不能食用，因为阿斯巴甜的代谢产物中包括患者禁食的苯丙氨酸",38人支持
在宇宙，如果人不穿宇航服会变成什么样？,http://www.guokr.com/question/3523/,"你不会爆炸，血液不会沸腾，你不会冻死，也不会马上失去知觉,总结起来，不穿宇航服暴露在外太空是很危险的，主要危险来自失压、缺氧（窒息）和阳光辐射，必须在 90 秒之内恢复环境压力,由于你的皮肤和循环系统的包容功能，你不会爆炸，血液不会沸腾",52人支持
和中国相同纬度的国家，人们也穿秋裤吗？,http://www.guokr.com/question/3497/,"莫斯科的气温与北京接近，有时候甚至更冷一些，但是去过莫斯科的人都感觉那里更暖和——因为在莫斯科，中央供暖可以把室内温度维持在25℃上下，这比北京的18℃要高出不少，而且莫斯科有着温暖而高效的地铁系统；,所以公平起见，我们选出了一些冬季平均气温相近的城市：北京的冬季温度与俄罗斯海参崴和莫斯科、芬兰北部一些城市、加拿大魁北克和蒙特利尔地区、冰岛雷克雅未克、以及美国底特律、安克雷奇大体相当——看上去就很冷,和同纬度国家比寒冷，其实对国人很不公平——从上面的全球一月份平均气温分布图中，我们可以发现，受西伯利亚南下冷空气的影响，我国北方大部分地区的温度要明显低于同纬度其它地区",167人支持
为什么有时候感觉事件曾经经历过？,http://www.guokr.com/question/6625/,"再认记忆分两种情况：第一种是“回忆”（recollection），你确实能够回想起以前经历过的那个情境；第二种则是“熟悉”（familiarity），你仅仅对眼前的事物有一种熟悉的感觉，但没法确定它的,此时此刻，坐在这个朋友对面，周围的一些线索与你记忆深处那些相似场景的特征（比如昏暗的灯光）匹配起来，产生了一种熟悉的感觉，使得你的大脑自动将眼前的场景判断为曾经经历过，从而导致了“昨日重现”的体验,还有一种可能是，你对于他的面孔有一种熟悉的感觉，却怎么也想不起来具体在哪里见过；不过基于这种熟悉感，你也会认为自己曾经见过他",64人支持
瘦骨男怎样科学增肥？,http://www.guokr.com/question/6579/,"肠胃功能健全才能有好的吸收和消化，少食多餐、均衡饮食对于消化功能低下的人来说非常重要，因为一餐吃得太多往往不仅不能有效吸收，反而会造成肠胃负担,就好比一些人喝凉水都会胖，另一些人却无论怎么吃，体重都不增加；或者虽然短时间内能胖个几斤，很快又会恢复“骨感”,由于遗传因素等的影响，一些人消化吸收功能低下，或者是机体热量的消耗远远高于正常人，摄入少或是消耗快，无论如何都是难以胖起来的",40人支持
为什么我一旦集中精力的时候（如上课）就会不断打哈欠，想睡觉？,http://www.guokr.com/question/6545/,"从上述分析过程来看，很有可能两者（“需要集中精力”和“想睡觉”）是由共同的某个原因（“工作本身很枯燥”）导致的，甚至有可能后者是前者的原因（因为“想睡觉”，所以才“需要集中精力”）,在这篇果壳问答：《为什么人无聊的时候就会犯困》中，我们讨论了睡意产生的几个重要机制，包括：大脑活动减少的影响、大脑特定区域的主动控制、交感神经和副交感神经的活动等等,当我们做自己喜欢的事情（例如玩游戏、看一本有趣的书）的时候，往往会连续集中精力好几个小时，那时候我们可一点都不会觉得犯困啊",5人支持
女性是从什么时候开始“胸部不可外露”的？,http://www.guokr.com/question/6437/,"因此，女性遮挡胸部的行为，可能和人类遮挡私处一样，具有降低性刺激、减少内耗的意义,科学作家莫利斯在《裸猿》一书中提到：人类女性膨大的乳房仅用哺乳功能来解释是不够的，因为其它灵长类动物并未进化出这种膨大的乳房，却也能提供充足的乳汁,也有一些理论认为，人类女性乳房的发育是伴随着年龄增长而进行的，在早期人类社会，乳房可以作为性成熟的标志",7人支持
火箭变轨,http://www.guokr.com/question/6230/,"其实，这其实和枪炮的后坐力的产生原理是一致的：火箭的推进剂在燃烧仓里剧烈燃烧膨胀，使得燃烧仓里具有很高的压力，而此时燃烧仓只有在火箭尾部有开口，所以这个时候压力是不平衡的，根据下面的原理图，我们可以很,蓝色箭头方向无压力，红色箭头方向所受压力互相抵消，只有绿色箭头方向为火箭受到的合力,根据这个式子，我们可以发现在真空中，没有任何外力的作用下发射火箭（即P0=0的条件下），因为推进剂的燃烧产物（水蒸汽、二氧化碳等）会随着火焰被以极高的速度抛出，所以火箭依然可以获得很高的速度：",6人支持
为什么人会不自觉的抖腿？,http://www.guokr.com/question/6159/,"分辨抖腿属于“疾病性的”还是“非疾病性的”，主要是看以下几点：不宁腿综合症的患者无法自己控制抖腿行为，抖腿同时伴有强烈的疼痛、灼烧等不适感，还常有腿部痉挛现象，而且这种状况常在夜间发生,从这个意义上来说，抖腿可以让下肢肌肉略微动一动，在一定程度上是可以避免腿麻的现象,甚至有人会把异性抖腿当做性暗示……有鉴于此，建议大家还是努力将它戒掉吧",108人支持
慢性结膜炎如何根治,http://www.guokr.com/question/6142/,"医学上对结膜炎的治疗须针对病因进行，例如对于不同类型的感染（细菌、病毒、真菌等），所用的药物也不同,说到“根治”，大多数类型的结膜炎愈合后不会遗留并发症，但也有少数会因并发角膜炎症而损伤视力,感谢果壳网友、八爪网创始人、@kiwi 为此问题提供资料",7人支持
这样算是强迫症的一种么？？,http://www.guokr.com/question/6129/,"最重要的是，如果不带纸巾，你只是感到“没有安全感”而已，而强迫症患者则会出现不可抑制的严重焦虑情绪,带纸巾并不是出于焦虑，而是你的一种“有备无患”的正常心理,不带纸巾确实经常给我们的生活带来不便，这种担心不是多余的、不切实际的或者极端的",5人支持
对电学之类完全是小白的人怎样才能达到制作机器人的水平？,http://www.guokr.com/question/6115/,"果壳 DIY_ 站有很多制作机器人的文章,此外，你需要熟悉一些基本的传感器，比如红外对管、光敏电阻、微动开关、温度探头，以及一些基本的执行元件，比如直流电机、步进电机、伺服电机（舵机）（舵机应用教程可参考此文：《DIYer修炼：舵机知识扫盲》,参考果壳 DIY_ 的文章可以作为入门手段之一",5人支持
每天都喝咖啡有害健康吗？,http://www.guokr.com/question/5920/,"这表明咖啡对健康的作用是一个十分复杂的问题，多种因素，包括咖啡种类、每天饮用量、咖啡制作方式、饮用者年龄等，都会影响咖啡与健康的关系,咖啡并不适合所有人，肝脏疾病患者、消化系统疾病患者、孕妇、儿童等人群是不建议饮用的，老人也应少喝,5g-10g的咖啡因，才会达到产生危险的剂量，这相当于短时间内饮用了75-100杯特浓咖啡",14人支持
原子弹爆炸中心产生的上亿度高温是怎么测算出来的？,http://www.guokr.com/question/2480/,"在物理中常用电子伏特作为能量单位，1电子伏特的能力对应的温度为7740开尔文（约7170摄氏度）,针对核爆，我们并没有办法去直接测量其中心温度，而是通过测量核爆时释放出来的高能粒子，比如高能光子的能量来反推出中心各粒子的温度的,考虑到不同粒子的动能有所不同，有些粒子的动能远大于其他粒子，计算发现，核聚变温度只需要达到约10keV，或者说1",13人支持
不吃早饭是不是容易得结石？,http://www.guokr.com/question/2375/,"浓缩后胆汁中的胆红素浓度增加，它本身刺激胆囊壁发生非细菌性炎症；胆汁胆盐的被吸收和相对减少，造成过多胆固醇的析出，形成胆结石，结石刺激和阻塞胆囊管均可引起胆囊炎；胆管内是蛔虫卵和蛲虫卵很好的寄生环境，,正常情况下，胆汁经过一夜的贮存，已使胆囊涨满，早晨起床时已是人们一昼夜中胆囊最大、胆汗最浓的时刻，此时最应吃饱而且吃好（吃富含脂肪和蛋白质的食物），不仅为一天的工作补充精力，也使胆囊松弛一下,“胆囊不但贮存胆汁，而且吸收胆汁中的水分和无机盐，使胆汁浓缩1/4-1/10，从而更增加了它的贮存功能",76人支持
痛经时喝红糖水是神马道理？,http://www.guokr.com/question/2208/,"我们认为，安慰剂效果和热敷效果是两种比较可靠的科学解释，除此之外，我们检索了相关科学文献，并没有找到任何一篇文献能够证明红糖本身对痛经具有可验证的治疗效果,所以现今我们只能这样解释：如果红糖水能够缓解痛经，那或许是安慰剂的效果；或许是喝热水的效果，和热敷类似,“一些女性习惯在经期煮生姜红糖水喝，这种民间的方法流传已久，甚至在各大超市都能看到卖生姜红糖冲剂的",10人支持
手指甲的白色月牙，到底是什么？,http://www.guokr.com/question/2080/,"指甲上的白色月牙，其实是往外生长指甲的组织，医学上称为甲基,“月牙”的颜色会因为一些疾病而发生变化，医学上作为这些疾病的诊断征兆之一,指甲细胞随着向前生长会变硬、变透明",59人支持
从科学的角度看，叠被子好还是不叠被子好啊？,http://www.guokr.com/question/2054/,"这是一个非严谨、非科研的三段式推论：螨虫生存需要潮湿环境；不铺床可以保持床垫干燥；所以不铺床可以杀死螨虫,研究旨在模拟建筑中的温度和湿度控制对螨虫数量的影响，目的在于帮助建筑设计人员合理设计室内的通风和除湿设备来降低湿度，从而使螨虫的数量降低,“不叠被子有益于健康”，这个说法其实是对一项科学研究的误读",11人支持
女人生孩子后不会再痛经，真的么？,http://www.guokr.com/question/2040/,"）“前列腺素”由脱落的子宫内膜细胞所释放，它可以引起子宫收缩,痛经的原因，主要认为是子宫内膜脱落时释放的“前列腺素”,（这个名称其实是误称，前列腺素并非由前列腺所分泌，而是由身体内多种器官分泌，包括子宫",22人支持
到底什么叫上火？,http://www.guokr.com/question/1972/,"即使在中医里它也同样是一个笼统的概念，是多种症状群的总称，它涉及到的具体症状，这些症状都有不同的病名（如口疮、便秘等），而没有叫做‘上火’的疾病,文中提到：“‘上火’是中医对许多症状的一个笼统、模糊的说法，因素很多，因此在现代医学中不可能找到对应的称呼,[1] 《上火",57人支持
