title,href,info,support
手机靠近喇叭发出的滋滋声是神马？为神马3G手机没事？,http://www.guokr.com/question/1944/,"而CDMA手机采用的主要是基于码分多址（Code division multiple access，CDMA）的通信技术[3]，区分各个频道不再依靠频率和时隙等方法，因此它的信号是连续的，不会有类似G,因为GSM是把多部手机放在一个频率下通信，为了避免同时发信时造成干扰，GSM把时间分隔开，分配给每部手机，手机只有在分配给它的时段内才能收发信号[1],正常来说，手机信号是900MHz、1800MHz等频率下的高频电磁波，这种电磁波是不会干扰音箱、产生人耳能听到的声音的",52人支持
火灾中聚氨酯燃烧产生的氰化氢，是致死的元凶吗？,http://www.guokr.com/question/1920/,"对这个问题，首先，聚氨酯燃烧时释放的气体主要是一氧化碳和含氮氧化物；只有在氧气不足的燃烧情况下，才会因为遇热分解，产生氰化氢,在比较试验中，研究人员发现，关于燃烧产生的烟雾的毒性，聚氨酯泡沫和不含氮的材料是相似的；合成材料和天然材料也是相似的,在4000例试验中，有92%的死亡由一氧化碳导致；2%是由于氯化氢气体；2%原因不明；只有4%是涉及到氰化氢——还是在一氧化碳的共同作用下",8人支持
为防止火灾，建筑材料聚氨酯是不是要全部拆除？,http://www.guokr.com/question/1919/,"现阶段，完全不使用聚氨酯保温材料并不现实，更重要的是，正确的使用方式可以将风险降低到安全限度内,结论是，我们既不能简单的说聚氨酯是安全的，也不能贸然认为它就一定是定时炸弹,不过，这并不意味着我们居所周围的聚氨酯保温材料就一定会成为“定时炸弹”",16人支持
为什么我小时候特别爱吃甜食，现在就不太爱吃了？,http://www.guokr.com/question/987/,"初级味觉来自人脑对味觉以及食物质感的直接感知，例如蛋糕的甜味、肉的香味等；而次级味觉要复杂得多也深刻得多，它来自味觉、视觉、嗅觉、触觉等一系列对食物的综合感知和记忆，例如我们不用尝到苹果，只要看到或听,说到这个问题，我们首先需要谈谈人对味觉感受的两个层次：初级味觉和次级味觉,这种发腻的不良感觉屡次发生的话，就会慢慢改变人脑中关于甜食的次级味觉记忆，让甜食不再引发愉悦的情绪",5人支持
关于饼干。。。弱问~~,http://www.guokr.com/question/975/,"否则的话，冰箱里的其它食物、外界空气的潮湿度，以及开门的次数都会影响饼干的保存,所以冰箱的冷藏室总会湿湿的，而冷冻室总会结霜，这都是由于食物和外界空气带进了水分的缘故,这种情况下，“裸放”的饼干就会由于水滴在表面凝集，而吸水变软",6人支持
那些动物会得心理疾病呢？,http://www.guokr.com/question/967/,"有人认为目前还没有足够的证据把动物的这些行为称作“精神疾病”（或者如提问中所称的“心理疾病”），毕竟我们不能让动物亲口讲述一下它们的心理状况,而对于其它动物，例如动物园里被关着的老虎熊猫，以及我们家养的小猫小狗，还不可以把它们的问题称作“心理疾病”,科学家发现在被监禁的灵长类动物，例如类人猿中存在一些反常行为，包括刻板动作、自我伤害、错乱的恐惧与攻击情绪、缺乏交流行为、获得性无助等等",5人支持
为什么人类没有明显的发情期呢？,http://www.guokr.com/question/920/,"而人类和少数几种动物（例如长尾黑颚猴，Vervet Monkeys）选择了隐藏自己的排卵期（之所以说隐藏，主要是指男性很难从外观上感知女性的排卵时间）,“通奸假说”认为女性隐藏排卵期有助于他们与基因更优秀的男性交合并从她的后代中得到优势基因的好处，而这一切建立在不破坏现有的“夫妻关系”上的,该假说认为，女性隐藏排卵期，使得男性不得不多次与同一名女性交媾以确保自己留下后代，而不是选择与更多的女性发生关系",55人支持
没电的电池为什么晃晃、咬咬就有电了呢？,http://www.guokr.com/question/842/,"它有个缺点就是反应不完全：化学原料还剩下一些，但是接触不到，发不出电来,就算再怎么咬，也不会对提高电量有帮助的,而如今生产的电池，不仅性能提高，而且反应完全，没电了就是真的没电了，再严刑拷打也没有用的",8人支持
冬天怎么防静电？,http://www.guokr.com/question/841/,"减轻放电痛苦的一个有效方法是扩大接触面积：果断地用整个手掌去开门会比小心翼翼地用指尖碰门把手效果好很多；另一个好办法是握着钥匙碰触金属物体完成放电，这样电流通过的面积由原来的一个点扩大到了整个手指和钥,冬天多穿纯棉衣物是一个好的选择，因为棉质衣物比羊毛、化纤衣物产生的静电少很多；穿含有细金丝的毛料衣物也能起到很好的防静电作用，因为导电的金属丝可以将人体和接通，使二者之间产生的相反电荷被中和掉,人体静电的电量虽然不高，但是却往往能产生很高的电压，在指尖即将接触其它物体的那一瞬间很可能会发生尖端放电现象——噼啪作响，伴随着火花",52人支持
激素类药物到底会不会对人体有负作用呢？,http://www.guokr.com/question/837/,"原因在于：首先激素本身是能由小剂量引起大效应的，剂量上就很难控制；其次外部摄入可能会导致体内激素调节水平的变化而引起其他副作用；第三激素的长期使用可能导致依赖症，必须考虑停药反应的风险,因此看问题不能一刀切，病人的病情、激素的种类、给药时间、剂量及给药方式都会影响药物的副作用,如果权衡下来利大于弊，那么用药就是值得的；反之，弊大于利，那么用这个药就不合适",11人支持
放了两年的薯片还能吃吗？,http://www.guokr.com/question/811/,"再加上很多薯片中还添加有抗氧化剂，因而很难被氧化发生酸败,“哈喇”掉的油，脂肪酸被氧化产生酸、醛、酮等多种化合物，可能有致癌性，所以这样的食物就不能吃了,一般的食品在长期存放中，可能会因微生物生长而发生霉变",24人支持
为什么哺乳动物的器官有的是一个，有的是一对？,http://www.guokr.com/question/807/,"随着演化进程，生物的对称性有逐渐降低的趋势：从辐射对称发展到两侧对称使得生物的身体明显地区分前后、背腹，从而使得身体的不同部分有条件发展出相应的功能——例如说背面发展出防御保护功能；腹面进化出运动功能,其中内胚层分化成原肠及其衍生物，包括消化管的内层上皮和消化腺（胰脏、肝脏、胆囊、胆管）、气管和肺的内层、膀胱和尿道内层以及多个内分泌腺体；外胚层主要分化为表皮以及神经管等；中胚层的任务最重，需要分化出,我们不难发现，大部分中胚层分化出来的器官都是成对的；而诸如大脑、脊髓、胰脏、肝脏、消化道等较大的只有一份的器官，大都来自外胚层或者内胚层",23人支持
每次用棉签掏耳朵时，为啥都想打喷嚏呢？,http://www.guokr.com/question/774/,"而耳道内的迷走神经由于和咽喉处的相连，有时会触发“假情报”,其中咽喉黏膜处的迷走神经十分重要，当异物入侵这里时，迷走神经会向大脑发出信号，引起咳嗽、打喷嚏的反射，从而将异物清理出去,进一步还会引发打喷嚏，来清除咽喉处并不存在的“异物”",8人支持
猫能认出镜子里的自己吗？,http://www.guokr.com/question/768/,"镜子实验在灵长类之中的研究十分深入和复杂，对猩猩、黑猩猩、大猩猩、红毛猩猩等高等动物，已经可以对比并揭示它们的“自我意识”所发展的程度 [1],一些聪明的动物，比如黑猩猩，在看到镜子中的自己脸上有脏东西时，会懂得对着镜子清理，这证明它们确实认出了镜子中的动物是自己,一些科学家指出：就算猫真的认不出镜子中的自己，也不能由此说明猫的智力水平低或者缺乏“自我意识”",14人支持
动物吃自己的粪便是为什么？,http://www.guokr.com/question/767/,"一些昆虫，例如蜣螂（屎壳郎）和苍蝇就可以依赖粪便中的养料维生；而一些大型哺乳动物，例如猪，也可以只靠吃马粪甚至人粪过活（当然，这可能导致多种寄生虫病的发生，所以在现代家猪养殖过程中，粪便被严格地剔除出,除了半消化的纤维素外，粪便中微生物的新陈代谢产物可能也是重要的营养成分，必需氨基酸、维生素B、维生素K等等都是食粪的理由,有一个比较惊悚的案例，人如果肠内菌群严重失调的话，需要通过食粪加以治疗，当然，随着科技的进步，药方逐渐被粪便提取物或者各种人工培养的菌株代替了",19人支持
在台风中引爆核弹会怎样？,http://www.guokr.com/question/754/,"有人计算过，要将一个台风眼直径为 20 公里的五级飓风减弱成二级飓风的话，需要填入5亿吨的气体 [1]_ ，根据质量守恒定律，这至少需要一颗自重 5 亿吨（而非当量），且能够完全气化的炸弹,5 公里的半径虽然不小，但相对于台风 400~1000 公里的直径而言实在是九牛一毛，甚至连直径 10~70 公里的台风眼也不一定填得满,原子弹的能量不足是最重要的问题，美国国家海洋和大气管理局（NOAA）的Christopher Landsea指出 [1]_ ：“任何一个成熟的飓风（北大西洋的飓风、北太平洋的台风与南半球的气旋只是人们",54人支持
为什么地铁不能像公交车那样一个门上车一个门下车呢？,http://www.guokr.com/question/753/,"显然，对乘客而言前门上后门下是一种不经济的选择,高峰时期，短途搭乘的乘客能否在地铁运行的短暂时间里从上车门移动到下车门的确是个问题,而且，地铁在车站停留的时间十分短",34人支持
张翠山与殷素素在冰火岛生活了那么多年，为什么只生育了一个张无忌？难道他们会用鱼鳔做安全套不成？另外他们长年吃不到半点蔬菜，为什么不会得坏血病？,http://www.guokr.com/question/809/,"这种血型的孕妇怀有Rh阳性的胎儿时，第一胎一般不会出现问题，但从第二胎开始，就极易发生严重的新生儿溶血,这种抗体对母亲自身来说没有危险，但如果再怀第二胎，抗体就有可能透过胎盘屏障进入胎儿血液，导致新生儿溶血,在怀有第一胎时，由于有胎盘屏障阻隔，母亲和胎儿的血液并不会直接接触",31人支持
猫呼噜呼噜的时候一定是高兴吗？,http://www.guokr.com/question/688/,"但是也经常观测到猫在紧张状态下（典型的例子是被带去看兽医时），以及在受伤、疾病、疼痛等情况下发出呼噜呼噜的声音,一些科学研究发现，猫呼噜呼噜时，声音的振动频率（主要在25-150Hz之间）对于猫有很多生理上的好处，例如可以促进骨的发育、帮助骨损伤恢复、缓解疼痛等,但是我们确实观测到一些普遍现象，例如：猫在呼噜呼噜时，伴随着眯眼睛、摇尾巴等动作，并且会对外界的轻微干扰置之不理",15人支持
人类最佳身高是多少？,http://www.guokr.com/question/808/,"这个问题要看这里的“最佳”究竟是指最适合生存、还是最符合我们的文化对身高的评判,因此，我们并不能以最适合生存为标准，评断出一个“最佳身高”,自远古时代以来，人类的生存环境一直在变化，“最适合的身高”也一直在改变",36人支持
电动车更环保？何解？,http://www.guokr.com/question/1114/,"非要对二者分个高下的话，我们参考了国内电动车充电系统领域专家的意见，专家认为电动车的能源利用效率略高，比燃油汽车高3%左右,但其实我们更关注的是在非轨道交通领域，电动自行车、电动汽车和烧汽油的传统汽车、摩托车相比，究竟谁更环保,综合比较起来，电动车在能源利用和污染排放方面均比传统的燃油车辆略具优势",12人支持
所谓“粘性”是怎么产生的？,http://www.guokr.com/question/1113/,"一般情况下，两个光滑表面金属之间的“粘性”，是大气压力和分子间作用力共同作用的结果,胶分子本身的结合力、胶与物体之间的亲和力，本质上来说，都是分子间的作用力,一般用来做成“胶”的材料，有些是分叉的高聚物分子，这些分子之间可以相互纠缠在一起（比如淀粉糊糊就是这一类型的胶）；也有些是长链分子，上面具有较强相互作用的基团（比如一般的胶水就是这种类型的胶）",8人支持
红糖成本低但是比白糖贵是什么原因？,http://www.guokr.com/question/1112/,"但由于红糖没有国家储备和地方储备，国外产红糖的国家又极少，因而如果遇到供不应求的年份，国家没有办法像对待白砂糖一样通过向市场抛售储备糖或加大进口量来平抑糖价，这时红糖的批发价格也可能会超过白糖,1，作为生产企业，红糖的销售量远远小于白砂糖的销售量，所以生产红糖的资金流转比较慢、固定成本（例如进入超市要缴纳的费用、生产企业的各类固定成本分摊等）相对较高,红糖的生产成本是比白砂糖要便宜一点的",68人支持
彩条牙膏的原理是什么？,http://www.guokr.com/question/1111/,"从图中可以看出：膏体横断面被划分为面积不等的几个部分,这些不同颜色的膏体通过位于中心的小口挤出，自然就会呈条状分布,在果壳网DIY主题站的一个讨论帖中，网友提供了彩条牙膏膏体的解剖图（原帖请点击这里）",16人支持
鸡蛋可以孵出双胞胎小鸡吗？,http://www.guokr.com/question/1110/,"如果“双黄”中只有一个卵子受精，那么只能孵出一只小鸡,一般认为，同卵双胞胎的DNA是完全一样的（一个受精卵分裂成两个，再分别发育成胎儿），两人的关系就象是克隆的一样,另外在啄壳的过程中，小鸡需要时不时的变换身体的姿态以改变啄壳的角度，而双黄蛋中的两只小鸡几乎占据了蛋中所有的空间，不要说变换姿态，就是动上一动都是一件无比艰难的事情",31人支持
电话机真的可以用嘴巴模拟拨号音来拨号？,http://www.guokr.com/question/1109/,"理论上，找两个音感非常准的音乐家，同时唱出表中数字对应的两个频率（唱什么歌词倒无所谓），机器就会认为这是一次拨号,我们不能对着机器念电话号码，机器听不懂，所以电话机必须用一个统一的格式，把数字转变为声音来传送,电话拨号，本质上就是把一串电话号码发到电信局，电信局再根据这串号码给你转接别人",18人支持
鸡蛋不新鲜，蛋黄就会偏在一边吗？,http://www.guokr.com/question/1057/,"蛋黄两侧存在着两条叫做“卵黄系带”的结构，“卵黄系带”沿着鸡蛋长轴方向，是一种浓厚的不透明带状物（见图），经常下厨的同学们可能曾经看到过,新鲜的卵黄系带很粗且富有弹性，它一端连接着蛋黄，一端固定在蛋壳膜上，可以把蛋黄牢牢地固定在鸡蛋的中央,但是随着储藏时间的延长，卵黄系带会受到蛋清内的酶的作用而发生水解，逐渐变细变脆弱甚至完全消失 [1]，蛋黄也就漂浮到蛋的一侧",19人支持
“十八猜”有最优解吗？,http://www.guokr.com/question/1039/,"当我们构造出一个信息熵最大的概率分布时，可以认为我们得到的信息量最大，也就能帮助我们更快猜出答案,对于一个问题来说，要尽量使回答是与否的概率都相等，这样才能更快地缩小范围，最终猜出答案,十八猜是我们茶余饭后常玩的游戏，有经验的同学都知道，这个游戏最固定也是最有效的猜题模式就是二分法",7人支持
为什么裸体会有羞耻感？,http://www.guokr.com/question/1023/,"生殖崇拜在早期人类社会中占有极为重要的地位，私处作为生殖行为的象征，受到普遍的尊重和保护,外生殖器裸露产生的性刺激会增加争斗行为等内耗，不利于群体的稳定,我们认为，人类“遮挡私处”的行为，在人类演化以及行为发展的过程中可能具有多重意义",11人支持
异地恋靠谱吗？,http://www.guokr.com/question/1003/,"这项调查分别比较短距离恋爱（Proximal Relationships）和长距离恋爱（Long Distance Relationships——这是英语里对“异地恋”的称呼）在建立关系后一年之内的各,一种合理的研究方法是随机选择一定数量的调查对象，调查他们上一段恋爱经历，将他们分为异地恋组与同城恋组，并记录恋爱持续的时间以及是否已分手等情况,这家名为“长距离恋爱研究中心”（The Centre for the Study of Long Distance Relationships）的机构并非学术研究机构，其网页已关闭，因此原始统计资料已",31人支持
转基因农作物的发展历史是什么？是否有害健康？,http://www.guokr.com/question/3309/,"2009年，Seralini及其同事再次把欧盟转引的美国孟山都公司的实验数据重新做了一个粗浅的统计分析，在2009年第7期《国际生物科学学报》上发表文章，文中指出，食用了90天转基因玉米（抗除草剂玉米,1999年5月，评审报告指出普斯泰的实验存在失误和缺陷，主要包含六个方面：不能确定转基因与非转基因马铃薯的化学成分有差异；对试验用的大鼠仅仅食用富含淀粉的转基因马铃薯，未补充其它蛋白质以防止饥饿是不适,其中，广西种植转基因玉米之说，作者依据的材料是有网络报道称“广西已经和美国的孟山都公司从2001年至今在广西推广了上千万亩‘迪卡’系列转基因玉米”；广西大学生精液异常之说，则依据的是广西新闻网2009",8人支持
如果磁铁做成球状，磁极会指向哪里？,http://www.guokr.com/question/3307/,"球形磁铁的磁极位于球面的两个点上，因为磁极是磁铁上磁力最大的点，所以球形磁铁的磁极判断起来非常简单：只要拿两个球形磁铁，让它们自由地吸引在一起，接触点必然就是磁极,在非铁磁性物体以及未被磁化的铁磁性物体中，由于电子的旋转方向各异，产生的微小磁场会相互抵消，但是在铁磁性物体中，磁化过程使得这些不成对电子的旋转方向保持一致，所以这些微小的磁场得以叠加，所以能表现出宏,当然，对于地球这种巨型球形磁铁，只要用指南针就能成功地找到它的磁极位置了",14人支持
人在胚胎时期生活在羊水里，为什么出生后却不能在水中生存？,http://www.guokr.com/question/3186/,"胎儿出生前可以在羊水中生活，是因为这个时期，胎儿并不是用肺呼吸获得氧气的，而是通过脐带和胎盘，连接母亲获得氧气和营养并排泄废物,而出生以后，脐带断开，婴儿开始用肺呼吸来获得空气中的氧气，当然就不能再回到水中生活了,胎儿的肺从第14周开始也会有呼吸运动，但此时在气道中进出的都是羊水，并非空气",12人支持
为什么有的橙子里面有个小橙子？,http://www.guokr.com/question/3049/,"当ABE三个基因表达时，发育成花瓣（P）；当BCE三个基因表达时，发育成雄蕊（St）；CE表达时发育成心皮（C）；CDE表达时发育成胚珠（O）,在花的发育过程中，这些“叶”会特化，最外面那轮（第1轮）会成为花萼，第2轮会成为花瓣，第3轮是雄蕊，第4轮是雌蕊,如果D基因突变而丧失了作用，那么本来该发育成为胚珠（也就是后来的种子）的部分就因为只表达了CE基因，从而发育成额外的心皮",17人支持
亚丁湾星际之门事件之真伪？,http://www.guokr.com/question/2973/,"关于近期炒得很热的“亚丁湾星门”，果壳网专门进行了辟谣，请到谣言粉碎机查看关于这个事件的真相,它的第一个镜头是记者采访奥巴马对外星人的看法（奥巴马用一句玩笑话来回应），紧接着第二个镜头却像是一个新闻发布会场合，一个发言人摸样的人宣称要向“美国人民”公布“事实真相”,第三个视频是这次亚丁湾星门在中国火起来的重点，是一个名叫“卡特米洛工程”的组织对一个叫亚伦·麦科勒姆的人的采访",16人支持
磁铁里面的“能量”会消失吗？,http://www.guokr.com/question/2899/,"既然永磁体的磁性与其内部分子热运动有关，因而存在一个临界温度：在此临界温度以下，物体具有磁性；只要超过这个温度，磁性就会消失，并且降温之后也不会恢复，除非再次加入一个外部磁场产生磁性,当我们撤掉外部磁场时，有的物体在内部热运动下恢复到了小磁针杂乱分布的状态，磁性也就消失了；而有些物体此时的磁性抵抗了物质的热运动，因此“永久”具有了磁性,磁体分为硬磁体和软磁体，所谓的硬磁体是指天生具有磁性的物体，例如磁铁之类的，它们的磁极不会发生变化；而软磁体指的是电生磁体，这种磁体的两极可以随着电流的方向而变化",7人支持
西红柿是水果还是蔬菜？两者怎么区分的？,http://www.guokr.com/question/2667/,"但是在日常生活中，因为西红柿不像别的水果那么甜，主要用来制作咸的食物（西红柿面，for example）而不是甜的食物（有时也做，比如凉拌西红柿，但毕竟不多），而且也不像别的水果那样一般是生吃（有时也,官司打到最高法院，法庭一致裁定：尽管在植物学上，西红柿符合“水果”的科学含义，但关税法案应采用日常生活对“水果”和“蔬菜”的定义，因此认定：西红柿是蔬菜，需要交税,总之，日常生活对水果和蔬菜的划分并不是严格按照科学来的，而是有很多主观色彩",78人支持
假如哪天被强行抓进精神病院，怎么证明自己不是精神病…,http://www.guokr.com/question/2610/,"这个问题已经由果壳网谣言粉碎机进行了回答,详细的分析请阅读：《假如你被送进了精神病院……》,我们认为：一旦发现自己被强行送入精神病院，有效的办法是克制情绪，尽量减少和避免发生冲突；在适当的时候耐心与医生沟通；同时利用医院里的通讯设备，与可靠的亲友联系，并尽快联系律师，通过各种途径开展自救，避",3人支持
鸟、禽类是如何受精交配的？,http://www.guokr.com/question/2541/,"仅有少数种类，如鸵鸟、鸭、鹅、天鹅等有交配器官，它们的交配器官是泄殖腔腹侧壁突出的突起，类似哺乳类的阴茎,但鸟类的受精是采用体内受精的方式，通过两性交配产生受精卵繁殖后代的,当鸟类排卵时，正好遇到精子时受精，成为受精卵；如果没有遇到精子，就成为未受精卵",9人支持
九品芝麻官有一幕是用两滴血相容来验证是不是亲生的，这可信吗？,http://www.guokr.com/question/2515/,"红细胞膜上只有A抗原的为A型血，血清中有B抗体；红细胞膜上只有B抗原的为B型血，血清中有A抗体；红细胞膜上同时有A、B两种抗原的为AB型血，其血清中无A、B抗体；红细胞膜上只有H抗原为O型，血清中同时,举例来说：如果一滴A型血与一滴B型血滴在一起，A型血红细胞结合B型血中的A抗体而沉淀，B型血红细胞也会结合A型血中的B抗体而沉淀，这样便产生很多沉淀性颗粒,基因型是 IA IA 或 IA i 时，此人的血型便是A型；基因型是 IB IB 或 IB i 时，血型便是B型；基因型是 IA IB 时，血型便是AB型；基因型是 ii 时，血型便是O型",16人支持
痰和鼻涕有啥区别？,http://www.guokr.com/question/1426/,"感冒的时候，人会产生大量的“清水鼻涕”，这在医学上叫做“卡他症状”，它是由于鼻黏膜水肿和炎症因子刺激作用下，鼻腔分泌了大量液体,有些时候，鼻涕会经由口腔被吐出来，而如果恰好又是上述黄色粘稠的鼻涕，很有可能被误认为是痰——这也就是医学上所说的“假痰”,痰的颜色、量、粘稠度及是否含有泡沫等都可以作为疾病的判断依据，例如大叶性肺炎会有特别的铁锈色痰、肺水肿则可能会出现粉红色泡沫痰等",32人支持
为什么食腐动物不会因为饮食感染得病…,http://www.guokr.com/question/1301/,"红头美洲鹫（Cathartes aura，一种美洲秃鹫，典型食腐鸟类）、短嘴鸦（Corvus brachyrhynchos，又称美洲鸦，食腐肉）和郊狼（Canis latrans，一种美洲大型犬科动物,大型食腐动物具有较强的胃酸，这是它们可以抵御腐肉中微生物的原因之一,腐肉中对人和动物危害最大的是肉毒杆菌，它们在厌氧条件下形成的肉毒素是人类已知毒性最大的物质之一",11人支持
如何解决Project-based Learning过程中的不确定性？,http://www.guokr.com/question/1216/,"PBL是“研究性学习”的英文缩写，研究性学习是现在国际上较流行的一种教学法，它将学习与任务或问题挂钩，强调把学习设置到复杂、有意义的问题情境中，从而形成解决问题的技能和自主学习的能力,这种挑战的原因在于，无论是基于项目的学习还是基于问题的学习，一般都是研究真实情景中的问题，而这样的问题往往没有现成的答案，也往往需要多个学科的知识，而且需要进行特定的研究、特定资料的收集整理、以及批判,正是因为开放性问题研究过程中有不确定性，才会挑战学生的思维和能力，同时也会给他们发挥创造力提供机会",6人支持
佛教高僧死后的舍利子是怎么回事？有科学解释么？,http://www.guokr.com/question/1205/,"按照佛教典籍，“舍利”有骨舍利、发舍利和肉舍利之分，但通常情况下更多被理解为是骨质的结晶物[3],“舍利”一词源自梵语，其实它的涵义不仅是指佛教高僧的火化遗骨[1]，但在中文里，没有特别说明的情况下，“舍利”指的是火化后产生的珍珠样或水晶样的珠形物质[2,3],html",121人支持
如果喝完可乐立刻玩蹦极，会有很多二氧化碳从身体里飙出来吗？,http://www.guokr.com/question/1184/,"正常情况下，我们很开心地喝了一瓶可乐，幽门（胃的下方出口）会把它们暂时留在胃里，可乐中的二氧化碳在胃蠕动的帮助下逐渐释放，然后随着胃内气压增大，贲门（胃的上方出口）打开，二氧化碳喷涌而出，通过食道冲出,从图中可以看出，胃的上方有一个突起的胃底，倒立状态下可以存放一些液体和食物，不会堵塞贲门口而造成下文所述的严重情况……,所以喝个一小杯再去蹦极的话，在强烈的振荡之下，胃中可乐释放出的气体不多",56人支持
,,"在语言学中有个“关键年纪假设”理论，是指幼儿的成长中存在一个特殊的阶段，在这段期间内语言的学习很容易，不需要特别的教导；而要是过了这个阶段，语言的学习就会变得困难许多。

从生理学的角度来看，人的大脑在出生以后还处在发育的阶段，学习母语的时期同时存在着大脑的建设，这个时期学习的语言对大脑的发育起到了...",0人支持
为什么有的鱼有很多特别小的小刺？,http://www.guokr.com/question/1125/,"比如真骨鱼类中较早近的海鳗（鳗形目），它的肌间骨是所有鱼类中最多的；到了比较晚近的鲤鱼、鲢鱼（鲤形目），数量已经有所下降；到了更晚近的鲶鱼（鲇形目），已经几乎完全没有肌间骨 [2],同时肌间骨可能与肌肉力量的传导有关，研究表明，肌肉蛋白质含量较高的鱼类，其肌肉力量的传导可能更多地靠肌纤维，而借助肌间骨进行肌肉力量传导的要求比其它鱼低，因而其肌间骨的数目也较少 [3],由于肌间骨与鱼类的演化过程关系如此密切，一些科学家推测它在鱼类的适应环境、逃避天敌等过程中，很可能占有重要的一席之地",54人支持
玩一些3D游戏就头晕而且想吐。怎么回事？,http://www.guokr.com/question/1121/,"这种情况被称为“3D眩晕症”,当我们在运动的时候，内耳的前庭器以及视觉感受器都会将感受到的运动信息传给大脑，大脑会对这些信息进行处理，作出相应的指示，调整我们的状态以适应这种运动,实际上这是一个警告，希望人体赶紧摆脱目前的状态",63人支持
鸟类中雄鸟比雌鸟漂亮，为什么人类就是倒过来？,http://www.guokr.com/question/1119/,"而且这三种动物的繁殖策略也和那些雄鸟漂亮的鸟类正相反：到了繁殖季节，雌鸟会向雄鸟求爱，而且一只雌鸟会连续和多只雄鸟交配，产下多窝卵，交给雄鸟孵育，自己再去找下一只，过着“一妻多夫”的生活,我们发现，这些雌雄之间外表差别很大的动物往往在“婚姻关系”中有一些共同的特点：“漂亮”的那一方，承担的抚育后代的职责较少，而且还常常是“一夫多妻”或者“一妻多夫”关系中的那个“一”的一方,人类的生活模式远比动物复杂，但基本上也体现出了第二种繁殖策略的特征：后代抚养比较困难，采取了一夫一妻式的共同抚养，男女外表没有特别大的差别",27人支持
电视机的嗡嗡声到底是神马？,http://www.guokr.com/question/1115/,"传统电视机偏转线圈里面有50Hz（垂直扫描频率）和 15625Hz（水平扫描频率）两种振动频率，在大部分人听觉范围内，因此是有可能被听到的,线圈振动的噪音是否可以被听到，除了要考虑振动强度，也应该考虑这个交流电的频率是否在人的听觉范围内,一般人可以听到的声音是20Hz-20000Hz，但实际上不同的人之间有差异，有的人高于15000Hz就已经听不到了",11人支持
